0,0,0
1.94745e-06,0.00369217,0.000351636
0.967026,2.44382,0.251314
3.00536,2.72413,0.640066
1.76486,1.26082,0.847003
-0.0455342,-0.0409584,0.84117
-0.888878,-1.23592,0.696055
-0.760458,-1.60898,0.526362
-0.478651,-1.77527,0.351027
0.0321096,0.084304,0.359618
-0.208266,-1.59112,0.206641
-0.0448304,-1.17897,0.0942183
0.0222272,-0.843437,0.0138414
-0.0314513,0.00670977,359.924
0.0187522,-0.004085,359.926
-0.0166066,0.00355925,359.924
0.0248602,-0.00544419,359.927
-0.0155818,0.00335504,359.925
-0.0980393,0.0197267,359.916
-0.123776,0.0232038,359.904
-0.160632,0.02725,359.888
-0.170564,0.0259817,359.872
-0.185542,0.0247619,359.854
-0.221725,0.0244266,359.833
0.0074386,-0.000907599,359.833
-0.198813,0.0184452,359.814
-0.166019,0.0130142,359.799
-0.17167,0.0105878,359.782
-0.147795,0.00719255,359.768
-0.166818,0.00531374,359.752
-0.0986741,0.00253434,359.743
-0.237946,-0.000861037,359.72
-0.0683383,-0.000140928,359.714
-0.0798259,-0.000815083,359.706
-0.030113,-0.000322182,359.703
-0.0730236,-0.00143885,359.696
-0.0980554,-0.00296511,359.687
-0.0711962,-0.00254443,359.68
-0.0233327,-0.000832444,359.678
-0.0510494,-0.00213803,359.673
-0.0641606,-0.00312076,359.667
-0.0554837,-0.00296864,359.662
-0.0428073,-0.00243978,359.657
-0.0369624,-0.00222663,359.654
-0.0656394,-0.004459,359.648
-0.0027871,-0.000181644,359.647
-0.0410655,-0.00291432,359.643
-0.0276266,-0.00201568,359.641
-0.0152168,-0.00112284,359.639
-0.0432314,-0.00342891,359.635
-0.0315832,-0.00258264,359.632
-0.279719,-0.0338272,359.605
-0.0229866,-0.00254381,359.603
-0.0395447,-0.00455954,359.599
-0.0146527,-0.00169264,359.598
-0.0373404,-0.00449025,359.594
-0.000353427,-4.18766e-05,359.594
-0.00525766,-0.000626871,359.594
-0.0311933,-0.00385345,359.591
-0.0233162,-0.00292444,359.589
-0.0391444,-0.00508937,359.585
0.00319466,0.000407723,359.585
0.0202797,0.00253101,359.587
0.00224916,0.00028217,359.587
0.0055953,0.000698148,359.588
-0.0220455,-0.00282727,359.586
-0.00414728,-0.000529946,359.585
-0.00279068,-0.000357117,359.585
-0.0428395,-0.00574537,359.581
-0.00283798,-0.000375853,359.581
-0.0065686,-0.000875431,359.58
-0.00245345,-0.000327136,359.58
0.0022914,0.000304462,359.58
0.0181524,0.00236572,359.582
-0.00395037,-0.000520721,359.582
-0.00778232,-0.00103308,359.581
-0.0190572,-0.00257537,359.579
-0.0244939,-0.00337557,359.577
0.00299526,0.000407849,359.577
-0.0301602,-0.00424559,359.574
0.00139152,0.0001935,359.574
-0.0458746,-0.00669342,359.57
-0.00699009,-0.00101141,359.569
0.0451773,0.00622178,359.573
-0.00596424,-0.000839759,359.573
-0.0108875,-0.00154718,359.572
-0.000970375,-0.000137534,359.572
-0.0212639,-0.00307935,359.57
0.00213883,0.000306805,359.57
0.0107579,0.00152709,359.571
0.0034183,0.000485337,359.571
-0.0131963,-0.00190117,359.57
-0.00234127,-0.000336647,359.57
-0.100333,-0.015905,359.56
0.019879,0.00299409,359.562
-0.0292601,-0.00456241,359.559
0.0354045,0.00528279,359.563
-0.00948795,-0.00144563,359.562
0.0763519,0.0107384,359.569
-0.0090408,-0.00131742,359.568
-0.00948338,-0.00139108,359.567
-0.00181984,-0.000266605,359.567
-0.0075601,-0.00111533,359.566
0.0357326,0.00507004,359.57
0.0322899,0.00448409,359.573
0.0222858,0.0030574,359.575
-0.0248473,-0.00352632,359.573
-0.013694,-0.00195454,359.571
-0.0102721,-0.00147477,359.57
0.0307309,0.00425708,359.573
-0.0221662,-0.00317619,359.571
-0.0263281,-0.00384637,359.569
-0.00914155,-0.00133581,359.568
0.0182633,0.00261182,359.569
-0.029784,-0.00441626,359.567
-0.0054868,-0.000809969,359.566
0.0264117,0.00378865,359.569
-0.0144918,-0.00212891,359.567
0.0251261,0.00357997,359.57
-0.00331065,-0.000477477,359.569
-0.11849,-0.0191467,359.558
-0.000395177,-6.15691e-05,359.558
-0.00256248,-0.000400118,359.558
0.0238065,0.00363024,359.56
0.00677171,0.00103388,359.561
-0.00563765,-0.000867429,359.56
-0.0106841,-0.00165791,359.559
-0.0167708,-0.00263494,359.557
0.052446,0.00779122,359.562
-0.014855,-0.00227776,359.561
-0.0145751,-0.00225579,359.56
0.0132196,0.00201048,359.561
0.0240747,0.00359149,359.563
-0.0124974,-0.00190222,359.562
-0.0128113,-0.00196639,359.561
0.0172861,0.00259764,359.562
-0.00782136,-0.00119097,359.562
0.0048069,0.000726698,359.562
0.000821099,0.000124235,359.562
0.0127986,0.0019125,359.563
0.0291111,0.00424388,359.566
-0.0286381,-0.00433751,359.563
0.0438921,0.00630022,359.568
0.026122,0.00370561,359.57
0.00324879,0.000463596,359.57
0.0260214,0.00361764,359.573
-0.000294913,-4.13858e-05,359.573
-0.00410979,-0.000579167,359.573
0.00389277,0.000545676,359.573
-0.252841,-0.0450003,359.548
0.0304528,0.00489891,359.551
0.0194763,0.00310631,359.553
-0.000742342,-0.000119187,359.553
0.0306465,0.00477955,359.556
0.00386616,0.000606582,359.557
0.0192681,0.00297189,359.558
0.0296729,0.00447478,359.561
-0.0217747,-0.00338504,359.559
-0.00738242,-0.00114788,359.558
0.0142487,0.00218034,359.56
0.0220764,0.00332093,359.562
0.00738495,0.00111091,359.563
0.0145882,0.00216854,359.564
0.0274386,0.00398724,359.567
0.00775816,0.00112883,359.567
0.0129243,0.00186118,359.569
-0.0154972,-0.0022766,359.567
-0.00965621,-0.00142516,359.566
-0.00135903,-0.000200155,359.566
0.0267456,0.00383237,359.569
0.049215,0.007075,359.569
0.213566,0.0274819,359.579
0.115773,0.0109661,359.605
-0.309778,-0.0474701,359.575
-0.363863,-0.0700086,359.54
-0.929969,-0.300008,359.447
-0.223748,-0.086465,359.378
-0.726957,-0.287882,359.35
-0.353437,-0.157034,359.313
0.0129357,0.00543349,359.314
0.113533,0.0454621,359.326
1.29682,0.446764,359.362
