0,-0.173339,0
-0.0187932,-0.107676,0.000424478
-0.0383373,-0.0963349,0.000856591
0.00121823,-0.108604,6.27099
0.0508021,-0.125435,6.26207
0.0861172,-0.145561,6.26242
0.127302,-0.162407,6.25273
0.162187,-0.182103,6.25306
0.197839,-0.1972,6.24511
0.230917,-0.214929,6.24544
0.293337,-0.243269,6.2387
0,-0.173339,0
0.246838,-0.184141,0.0447431
0.167616,-0.122424,0.000412054
0.206644,-0.125148,0.00556023
0.238474,-0.129676,0.00583865
0.275397,-0.139939,0.00767231
0.311235,-0.151025,0.0080324
0.342441,-0.162121,0.0104641
0.37483,-0.174259,0.0108151
0.402259,-0.185493,0.0142254
0.428253,-0.196475,0.0154342
0.491745,-0.225207,0.0191119
0.50681,-0.232448,0.0209778
0.51955,-0.238993,0.0227917
0.532866,-0.246074,0.0230825
0.543148,-0.251468,0.0236113
0.552294,-0.256389,0.0243043
0.561966,-0.261831,0.0246144
0.569313,-0.265939,0.0251738
0.574105,-0.268741,0.0264869
0.577587,-0.271158,0.0281392
0.581387,-0.274112,0.0285373
0.584258,-0.27619,0.0286256
0.585893,-0.277889,0.030178
0.587362,-0.279263,0.0301886
0.588349,-0.28041,0.0307242
0.588777,-0.281033,0.0309186
0.588006,-0.28131,0.0323248
0.586895,-0.281327,0.0326196
0.585366,-0.281524,0.032995
0.583551,-0.281179,0.0330109
0.581061,-0.280247,0.0335461
0.578062,-0.279421,0.0339111
0.574103,-0.277998,0.03478
0.569548,-0.276696,0.0351564
0.565484,-0.275009,0.0348134
0.561404,-0.273239,0.0350997
0.557387,-0.271416,0.0353504
0.552545,-0.269106,0.03616
0.548028,-0.266834,0.0363212
0.543818,-0.264561,0.0364615
0.540198,-0.262427,0.0364235
0.536695,-0.260661,0.036783
0.532744,-0.258548,0.0376603
0.528451,-0.256113,0.0380442
0.524271,-0.254051,0.038428
0.520901,-0.251963,0.0381368
0.518103,-0.25,0.0381788
0.5156,-0.248461,0.0385637
0.513771,-0.246829,0.0380792
0.510991,-0.244907,0.0388102
0.508833,-0.243187,0.0388405
0.507241,-0.241617,0.0387796
0.506139,-0.240219,0.0387921
0.505401,-0.239204,0.0391593
0.504797,-0.238039,0.0388455
0.504516,-0.236999,0.0388967
0.503347,-0.235692,0.0392238
0.502453,-0.234704,0.0396067
0.501844,-0.233686,0.0393467
0.501808,-0.232822,0.039096
0.502031,-0.232066,0.0391149
0.501564,-0.23117,0.039767
0.501491,-0.230312,0.0392543
0.501926,-0.229624,0.0390782
0.501281,-0.228808,0.0400218
0.500831,-0.228175,0.0403353
0.499408,-0.227359,0.0409321
0.497672,-0.226504,0.0414603
0.49694,-0.225839,0.0408745
0.496415,-0.225333,0.0412584
0.495143,-0.224704,0.0417282
0.493368,-0.224033,0.042535
0.491716,-0.223473,0.0428274
0.489998,-0.222882,0.0431062
0.488507,-0.222277,0.0432637
0.487149,-0.221756,0.0435175
0.486918,-0.221459,0.0429634
0.487916,-0.221341,0.0423808
0.489267,-0.221311,0.0427656
0.490975,-0.221396,0.0423073
0.493081,-0.22156,0.0426977
0.494307,-0.221624,0.0428596
0.495929,-0.221829,0.0423396
0.498119,-0.222186,0.0419566
0.500723,-0.222599,0.0423245
0.502279,-0.222863,0.0425791
0.504096,-0.223152,0.0428708
0.505982,-0.223503,0.0424441
0.508144,-0.223864,0.0427684
0.508885,-0.224055,0.0432644
0.508678,-0.224155,0.043682
0.507877,-0.224142,0.0442939
0.507208,-0.224066,0.0446578
0.506082,-0.223989,0.0449383
0.505198,-0.223769,0.0451814
0.505289,-0.223659,0.0446878
0.506193,-0.223704,0.0444026
0.508244,-0.223875,0.0436612
0.509513,-0.223875,0.0442615
0.511055,-0.223786,0.0445554
0.513276,-0.223952,0.0437214
0.514152,-0.224109,0.0441393
0.515274,-0.224169,0.0444274
0.516859,-0.224445,0.0436971
0.518737,-0.224619,0.0439897
0.520672,-0.225004,0.0434081
0.523035,-0.225253,0.0437699
0.524474,-0.225199,0.0435995
0.526502,-0.225329,0.0431971
0.528169,-0.225682,0.04263
0.530256,-0.225872,0.0430067
0.530686,-0.226004,0.0434516
0.531475,-0.226258,0.0431119
0.532714,-0.226588,0.0427916
0.534101,-0.226907,0.0426041
0.535353,-0.227419,0.0419009
0.537013,-0.227744,0.0422714
0.538329,-0.228166,0.0418148
0.540148,-0.228556,0.041178
0.540468,-0.228621,0.0420018
0.540907,-0.228712,0.0417417
0.540591,-0.228513,0.0416139
0.540715,-0.228398,0.041323
0.541097,-0.228058,0.0416161
0.539972,-0.227739,0.042105
0.539047,-0.227178,0.0424083
0.53713,-0.226651,0.042806
0.535689,-0.226465,0.0423625
0.534805,-0.226406,0.0420541
0.534243,-0.226052,0.0424164
0.533782,-0.226034,0.0419119
0.533699,-0.225716,0.0422757
0.532191,-0.22552,0.0428531
0.53112,-0.225586,0.0423766
0.530693,-0.225747,0.0419855
0.530691,-0.225872,0.0418292
0.531043,-0.225752,0.0421233
0.530023,-0.225633,0.042617
0.528228,-0.225291,0.0433702
0.527626,-0.225054,0.0427609
0.527435,-0.225123,0.0421736
0.526344,-0.225007,0.0428621
0.525209,-0.224506,0.0431622
0.524996,-0.224144,0.0427827
0.52516,-0.223483,0.0430681
0.525448,-0.2232,0.0425993
0.526073,-0.22301,0.0423492
0.526909,-0.223174,0.0415875
0.528095,-0.223333,0.0413326
0.527988,-0.22327,0.0420656
0.526927,-0.222976,0.0428253
0.52671,-0.222684,0.0424655
0.527133,-0.222536,0.0420309
0.527635,-0.222632,0.0414934
0.52707,-0.222457,0.042304
0.525623,-0.222154,0.0429785
0.523557,-0.221665,0.0436606
0.522304,-0.22131,0.0433508
0.521441,-0.220508,0.0437292
