0,-0.718895,0,-0.515104,-0.71893,-0.515129,135.93
0,-0.75734,-0,-0.531577,-0.757486,-0.53168,135.944
0,-0.796155,-0,-0.561826,-0.796489,-0.562062,135.956
0,-0.81199,-0,-0.570929,-0.812587,-0.57135,136.018
0,-0.823197,-0,-0.57698,-0.82413,-0.577643,136
0,-0.828529,-0,-0.577885,-0.829898,-0.578873,136.005
0,-0.83032,-0,-0.575726,-0.832274,-0.577175,136.013
0,-0.832657,-0,-0.574423,-0.83535,-0.57648,136.027
0,-0.843689,-0,-0.582167,-0.846914,-0.584612,136.044
0,-0.850144,-0,-0.589434,-0.854215,-0.592274,135.805
0,-0.856154,-0,-0.595111,-0.861258,-0.59849,135.861
0,-0.85909,-0,-0.596936,-0.865916,-0.60153,135.895
0,-0.869487,-0,-0.606252,-0.87676,-0.610671,135.908
0,-0.867854,-0,-0.603612,-0.87893,-0.611074,135.843
0,-0.873748,-0,-0.608534,-0.886749,-0.617026,135.857
0,-0.875616,-0,-0.608902,-0.892459,-0.620444,135.895
0,-0.872185,-0,-0.604284,-0.895988,-0.621767,135.883
0,-0.866838,-0,-0.59762,-0.89948,-0.622908,135.905
0,-0.855324,-0,-0.585598,-0.901382,-0.622705,135.851
0,-0.854543,-0,-0.584058,-0.907955,-0.626984,135.863
0,-0.851341,-0,-0.579783,-0.914111,-0.630677,135.918
0,-0.839287,-0,-0.566545,-0.918229,-0.632253,135.958
0,-0.816886,-0,-0.543548,-0.920383,-0.631968,135.895
0,-0.789407,-0,-0.514877,-0.922069,-0.631037,135.911
0,-0.749114,-0,-0.475685,-0.921748,-0.62853,135.862
0,-0.730851,-0,-0.456984,-0.92608,-0.630335,135.869
0,-0.699489,-0,-0.426098,-0.928293,-0.630152,135.841
0,-0.65152,-0,-0.380207,-0.927958,-0.627656,135.878
0,-0.586594,-0,-0.319613,-0.925123,-0.622982,135.863
0,-0.516265,-0,-0.253294,-0.921554,-0.617501,135.908
0,-0.485334,-0,-0.222618,-0.92373,-0.617199,135.92
0,-0.434982,-0,-0.174834,-0.922993,-0.614308,135.942
0,-0.381813,-0,-0.124414,-0.921667,-0.610854,135.965
0,-0.309616,-0,-0.0639357,-0.917438,-0.605752,135.783
0,-0.219522,-0,0.00625997,-0.910375,-0.598988,135.62
0,-0.13235,-0,0.0724668,-0.903237,-0.59238,135.509
0,-0.106226,-0,0.0846039,-0.904009,-0.592822,135.517
0,-0.0596156,-0,0.117801,-0.901705,-0.590186,135.512
0,0.00603348,-0,0.170308,-0.896403,-0.584597,135.576
0.085799,0.0679788,-0.0876033,0.222253,-0.891143,-0.578697,135.616
0.0858741,0.146575,-0.0875296,0.283556,-0.883083,-0.57109,135.477
0.0125109,0.21558,-0.0126914,0.332619,-0.875798,-0.564746,135.343
0.00878356,0.213808,-0.0088958,0.321708,-0.878025,-0.566516,135.385
0.0113978,0.228047,-0.0115477,0.331591,-0.877857,-0.565281,135.364
0.0151204,0.263711,-0.015348,0.362752,-0.874407,-0.560829,135.492
0.0165884,0.294763,-0.0168888,0.391026,-0.871296,-0.55651,135.537
0.0174744,0.347328,-0.0178826,0.445116,-0.864746,-0.548159,135.787
0.0161034,0.396657,-0.0166188,0.502052,-0.858238,-0.538966,136.018
0.0228842,0.375259,-0.0237521,0.500583,-0.861757,-0.537951,136.114
0.0149095,0.377967,-0.0155529,0.520079,-0.861701,-0.533726,136.306
0.0312571,0.387907,-0.0326751,0.536245,-0.860432,-0.529776,136.236
0.028213,0.397996,-0.0296971,0.558097,-0.858966,-0.524774,136.7
0.0381492,0.42831,-0.0408006,0.598341,-0.854285,-0.516775,137.146
0.141206,0.389551,-0.152728,0.582864,-0.85973,-0.516841,137.343
0.143805,0.353484,-0.157204,0.573733,-0.864856,-0.515916,137.754
0.144478,0.338495,-0.159827,0.572183,-0.866872,-0.513779,138.021
0.101082,0.338555,-0.112643,0.558148,-0.866579,-0.513434,138.172
0.0894638,0.332688,-0.100907,0.544202,-0.867082,-0.51304,138.708
0.0891491,0.345125,-0.102247,0.534084,-0.864738,-0.512032,139.121
0.0778736,0.289077,-0.0901967,0.471219,-0.872617,-0.518975,139.266
0.076496,0.2331,-0.0896261,0.40174,-0.880665,-0.527134,139.773
0.0707453,0.20447,-0.0843874,0.352752,-0.88476,-0.532448,140.278
0.068803,0.198136,-0.0835804,0.32256,-0.885549,-0.53509,140.8
0.0669415,0.187633,-0.0830381,0.294591,-0.88693,-0.537484,141.452
0.0666433,0.196112,-0.0846361,0.288385,-0.885438,-0.536681,142.113
0.0678731,0.134906,-0.0873893,0.231693,-0.894325,-0.543457,142.215
0.0670659,0.0735463,-0.0876748,0.184133,-0.903465,-0.549089,142.957
0.064644,0.038796,-0.0868367,0.165568,-0.908863,-0.550573,143.713
0.054422,0.0292742,-0.075203,0.176664,-0.91062,-0.547691,144.503
0.0513409,0.019306,-0.0731527,0.198957,-0.912462,-0.543071,145.372
0.0458919,-0.0626635,-0.0665758,0.172298,-0.925047,-0.545615,145.47
0.0475932,-0.216195,-0.0692796,0.097016,-0.948635,-0.555491,145.554
0.0386369,-0.24938,-0.0573564,0.112046,-0.955103,-0.552317,146.515
0.036201,-0.253867,-0.0557784,0.157117,-0.957504,-0.544623,147.517
0.0315448,-0.231998,-0.0505447,0.227458,-0.956059,-0.532971,148.547
0.0226933,-0.207645,-0.0378753,0.30716,-0.954167,-0.519584,149.597
0.0225417,-0.157127,-0.039198,0.405729,-0.948321,-0.503002,150.599
0.0160502,-0.184025,-0.028509,0.45586,-0.953642,-0.49303,150.643
0.0130985,-0.221461,-0.023759,0.506148,-0.960653,-0.482736,151.621
0.0244071,-0.223209,-0.0460669,0.575982,-0.962619,-0.469259,152.548
0.0154632,-0.194184,-0.030332,0.660011,-0.960092,-0.453283,153.427
0.0147688,-0.162862,-0.0300846,0.743469,-0.957099,-0.436894,154.279
0.0147976,-0.106091,-0.0312519,0.834269,-0.950226,-0.41892,155.046
0.0156932,-0.130731,-0.0337701,0.879634,-0.955009,-0.407051,155.105
0.0224198,-0.127231,-0.0491206,0.933705,-0.955788,-0.393566,155.829
0.03295,-0.121303,-0.0747147,0.985747,-0.956194,-0.37999,156.575
0.0381712,-0.0915739,-0.0895555,1.04346,-0.953082,-0.365199,157.255
0.0467097,-0.0627965,-0.113375,1.09806,-0.949955,-0.350447,157.962
0.0538949,-0.00972082,-0.135145,1.15843,-0.943112,-0.334441,158.554
0.0591617,-0.0412198,-0.150797,1.17902,-0.94838,-0.323823,158.603
0.0661154,-0.0418784,-0.170924,1.2094,-0.949272,-0.311529,159.103
0.0707741,-0.0603576,-0.187936,1.23443,-0.952767,-0.299725,159.626
0.076993,-0.0469383,-0.209745,1.26944,-0.951668,-0.286194,160.06
0.0801738,-0.00680511,-0.224152,1.31279,-0.946572,-0.271125,160.578
0.110851,-0.0652371,-0.327806,1.36503,-0.955716,-0.254392,162.055
0.130421,-0.119169,-0.422104,1.48107,-0.964486,-0.227887,163.605
0.131528,-0.176641,-0.457035,1.62385,-0.974049,-0.196712,164.285
0.123688,-0.203207,-0.445156,1.77124,-0.979377,-0.163964,164.659
0.123874,-0.230995,-0.456966,1.91806,-0.985034,-0.13036,165.006
0.128499,-0.230205,-0.484091,2.06514,-0.986653,-0.0957616,165.262
0.123094,-0.203723,-0.471212,2.2103,-0.984515,-0.0604731,165.458
0.121631,-0.182151,-0.477082,2.35078,-0.982979,-0.0248908,165.936
0.123492,-0.247786,-0.492526,2.45936,-0.994157,0.00697625,165.912
0.124944,-0.399266,-0.495177,2.53678,-1.0183,0.0350857,165.765
0.126971,-0.416068,-0.50509,2.62572,-1.02346,0.0655553,166.013
0.121921,-0.403233,-0.49456,2.71794,-1.02439,0.0972394,166.289
0.120473,-0.36504,-0.499567,2.80983,-1.02157,0.129627,166.594
0.117381,-0.415838,-0.493744,2.87518,-1.03168,0.158873,166.66
0.11217,-0.462185,-0.479122,2.94152,-1.04143,0.188889,166.987
0.11196,-0.47404,-0.489273,3.00607,-1.0464,0.219274,167.235
0.104789,-0.48334,-0.467715,3.06835,-1.05109,0.249949,167.509
0.105138,-0.460374,-0.480714,3.126,-1.05114,0.280554,167.817
0.102084,-0.409649,-0.478653,3.17751,-1.04704,0.310847,168.104
0.0989123,-0.448027,-0.47144,3.20671,-1.05582,0.338417,168.197
0.0977274,-0.480616,-0.472502,3.23302,-1.06397,0.366003,168.431
0.0919811,-0.476955,-0.456029,3.25419,-1.06701,0.393255,168.761
0.0927245,-0.561589,-0.465918,3.25516,-1.08304,0.417925,168.727
0.0881416,-0.515059,-0.441879,3.25236,-1.08027,0.442321,168.711
0.0890221,-0.442632,-0.447941,3.24844,-1.07352,0.4668,168.808
0.0886685,-0.459722,-0.447198,3.2284,-1.07958,0.489146,168.762
0.0865721,-0.471918,-0.439207,3.21015,-1.08504,0.511898,168.937
0.0855852,-0.450287,-0.440484,3.18954,-1.08563,0.534442,169.072
0.0878982,-0.399294,-0.457105,3.16531,-1.08183,0.55657,169.158
0.0880099,-0.468325,-0.461958,3.13117,-1.09542,0.577331,169.269
0.0917713,-0.380854,-0.48534,3.08782,-1.0864,0.596762,169.316
0.0891947,-0.38322,-0.472292,3.03464,-1.09015,0.614715,169.294
0.093069,-0.507366,-0.490238,2.97515,-1.11182,0.63164,169.207
0.0974256,-0.46313,-0.51486,2.91332,-1.1094,0.648073,169.363
0.0958926,-0.509432,-0.508653,2.84503,-1.12009,0.663385,169.285
0.0999682,-0.433745,-0.529809,2.77988,-1.11313,0.678933,169.345
0.103227,-0.33761,-0.547871,2.72563,-1.10281,0.695861,169.315
0.104701,-0.331943,-0.552194,2.66819,-1.1053,0.712138,169.212
0.105421,-0.325866,-0.555848,2.62515,-1.1077,0.73032,169.309
0.111281,-0.290823,-0.590743,2.58837,-1.10581,0.749274,169.354
0.106441,-0.23156,-0.564859,2.55449,-1.10019,0.768526,169.303
0.107678,-0.178422,-0.572205,2.52804,-1.09515,0.788753,169.383
0.107304,-0.21437,-0.571463,2.49968,-1.10291,0.808611,169.348
0.103995,-0.337917,-0.550162,2.46922,-1.12368,0.828056,169.244
0.0959418,-0.32931,-0.505395,2.42756,-1.12568,0.845737,169.258
0.0933395,-0.294004,-0.493706,2.39116,-1.12372,0.864004,169.33
0.0852267,-0.349069,-0.450574,2.35255,-1.13484,0.881782,169.248
